old_id	author	comment	origin
331	Joshua Lewis	"Typical, obligatory ""Am I the only one that __________ ? I'm only 5 years old!"""	Tara's Theme
332	Skeppermoon AJ	I have a music box of this	Tara's Theme
334	X Y	My own true love My own true love At last I've found you My own true love No lips but yours No arms but yours Will ever lead me Through Heaven's doors I roamed the Earth In search of this I knew I'd know you Know you by your kiss And by your kiss You've shown true love I'm yours forever My own true love My own true love	Tara's Theme
335	asdfgty671	i love gone with the wind; love cs	Tara's Theme
336	Geoff Wall-Davis	One of the greatest movie tunes ever.	Tara's Theme
337	Michal Zahradníček	Hi! Which orchestra is playing on this recording? From where? Thanks for your answer in advanca :)	Tara's Theme
338	GC Projects	OMG I love so much this song, thanks for upload	Tara's Theme
339	Andreas Beer	Austrians and music, sometimes a very good combination	Tara's Theme
340	Aleksandar Obradovic	What a music,what a woman,what a man!Never again.	Tara's Theme
341	Richard Moon	Thanks for this wonderful treat.	Tara's Theme
343	Saxon C	Melanie Wilkes was my favorite character	Tara's Theme
344	Steven Astley	Thumbs up for The Great Movie Ride, Hollywood Studios. RIP	Tara's Theme
345	Rattlehead V	Aaaah, the good old times playing Metal Gear on my MSX...oh shit, wrong vídeo, sorry guys	Tara's Theme
346	Norman Alvarez	Reminds me of my mom and the million dollar movie it was a TV channel used to be played in New York good old days	Tara's Theme
347	Rachel Brudenell	best film ever!	Tara's Theme
348	Renetta Yorka	An all-time great and a woman wrote the story! 🌷	Tara's Theme
349	Dragon lair	star stories stole this	Tara's Theme
350	delavalmilker	They've been pulling down statues of Confederate heroes, and banning the Confederate flag. Is this move next?	Tara's Theme
351	Courtney Croft	I had a ballet dance to this. They also play this every once in a while in front of The Great Movie Ride at Hollywood Studios and on the buses sometimes to Hollywood Studios.	Tara's Theme
352	Sender Yancey	Gone ...but not forgotten. Southerners will always be in the middle of the Civil War and the glorious, proud SOUTH !!	Tara's Theme
354	Kimberly Klaus	Melanie-the best friend that everyone should have. I loved her character and hated that she had to die. And, if Scarlett had been born just 100 years later, she'd be CEO of a major corporation and girls everywhere would look up to her for her business sense and how she succeeded in a man's world. Maybe not for her tendency to steal other girls' fiancées, but her other qualities. And how she realized too late what real love is. Ah well, tomorrow IS another day!	Tara's Theme
355	Midi Morin	God...Vivien Leigh was definitely one of the most beautiful actresses of all time.	Tara's Theme
356	Mike Ciccio	Porta a Porta with Bruno Vespa sent me here	Tara's Theme
357	Crescent moon	Nice video great job👍👍👍👍	Tara's Theme
358	joes mecki	My Mothers (82) favorite Film.. and an early statement for Womens liberty...with an eye blinking...Never understood why she preferred the blond ;)	Tara's Theme
359	Old Kid	I watched this in high school, I was the only one that wasn't on their phone or asleep.	Tara's Theme
360	Chloe and Gabby	"I am using this clip for my writing class at the University of Idaho. I am dressing up as Scarlet O'Hara, and also showing a Youtube video of the ""Role of Women in the Civil War."" We will then use the prompts to write a diary entry regarding the role of women in the Civil War. Thanks for the beautiful music."	Tara's Theme
361	Brienne Of Tarth	This will always be my favorite movie of all the time	Tara's Theme
362	Débora Alves Aguiar	Tema da Dona Florinda e do Professor Girafalez!	Tara's Theme
363	Draco The Draconian	Crap version	Tara's Theme
364	Richard Noe	H	Tara's Theme
365	519 Forestmonk	I don't know what it is about this song. I think it's very beautiful, but it makes me very very depressed. Maybe I heard it when I was younger when something bad was happening. I've always been curious about the effect it's had on me	Tara's Theme
366	Albert Co	So nice	Tara's Theme
367	Michał Moś	Ta melodia kojarzy się z najpiękniejszymi momentami życia. Teraz tylko drugą połówkę zaprosić, zapalić świeczki i...jest TEN nastrój.	Tara's Theme
369	Rik	Immortal	Tara's Theme
370	popbottle	Gone WITH the wind..............gone WITH the wind........the Theme from Gone With the Wind.........gone WITH the wind.	Tara's Theme
371	Jiltedin2007	Frankly My Dear, I don't give a damn!	Tara's Theme
372	Richard Noe	I, m 92years old in hungary and it is impossible to forget thisi unforgottable melodies richard noe budapest	Tara's Theme
373	ChiliConQueso	Am I the only one who pictures a space shuttle launch when I hear 3:48 ?	Tara's Theme
374	Richard Cosme	awesome fantastic movie	Tara's Theme
375	Myra Tinelli	The best movie always.	Tara's Theme
377	Susan Poole	beautiful best film ever made, the actors were wonderful. scarlet and Melanie were so beautiful. made me cry. susan	Tara's Theme
378	PAMELA TAPELY	Fabulous movie and themes ageless	Tara's Theme
379	LUIGGHY Pérez-Brignoni	Marvelous !	Tara's Theme
380	James F. Harrington	Thank you Max Steiner for the most beautiful music of all time!	Tara's Theme
381	James F. Harrington	God Bless you Olivia....Happy 100th Birthday!!! We all love you!!!	Tara's Theme
383	m. p.	I love Gone with the Wind	Tara's Theme
385	Carlos Inzunza	Melody beautiful!	Tara's Theme
389	Jury Kwt	It's my best movies ever ❤️❤️❤️❤️	Tara's Theme
390	Binho Onofre	Quem está aqui por causa do tema da Dona Florinda e Professor Girafales do programa Chaves, Chavo Del Otcho da um like! 2016	Tara's Theme
391	John Corrigan	the greatest music of all time	Tara's Theme
392	Ahmed Mody	The best music I had ever heard	Tara's Theme
393	alexandre mackenzie	tomorrow is other day ... TINLINLINNNNLIIIIIIIIIIIINNNNNNNNNNN	Tara's Theme
394	JackEnnis	VERY, very nice to tie the entire film to JUST Tara's Theme. Well done.	Tara's Theme
396	AH KIAN SING	Map	Tara's Theme
397	Leslie Weddell	Max Steiner was THE Movie composer before Bernard Hermann came along, then John Barry, John Williams, and of course, the other greats like Jerry Goldsmith Elmer Bernstein Alfred Newman Ennio Morricone's et.al.	Tara's Theme
399	Dominica Wynne	The greatest film ever, and most of the emotional scenes were left to the audience's imagination. Now it's meet, jump into bed, baby arrives, and daddy takes off. What a contrast then between then and now. Give me then anytime.	Tara's Theme
400	Paul Mollard	Proof of how certain pieces of music can give you a 'lump in the throat'!	Tara's Theme
401	k carr	Leslie Howard, actor, (Ashley Wilks), died in WWII, in 1943, when his plane was shot down, by the Luftwaffe. He died just four years after playing Ashley, in the great movie, GWTW.	Tara's Theme
402	a frickin american	Beautiful!	Tara's Theme
403	David Lamb	Wow, never fails	Tara's Theme
404	김동진	focus on black mama ㅠㅠ	Tara's Theme
405	andyknight1	Never seen the film, but adore this piece of music.	Tara's Theme
407	OCTAVIAN DICU	Cel mai bun film al tuturor timpurilor!	Tara's Theme
409	Baji Scipio Dārayav Aurelius Julian Venizelos Nalwa	very nice	Tara's Theme
410	Izzy	greatest movie ever.love it so much.	Tara's Theme
411	Jorge Lemus	Esto sí era cine.	Tara's Theme
413	Thorstein Heinz	super mega ultra I like this movie...	Tara's Theme
414	Samara Bates	A true masterpiece	Tara's Theme
415	funnyguy52	To GWTW fans, I highly recommend you check out the original motion picture soundtrack album. The orchestra consisted of 100 musicians and a chorus of 100!	Tara's Theme
416	Artur Pitanga	PROFESSOR LINGUIÇA E DONA FLORINDA.	Tara's Theme
417	Leslie Seabaugh	classic music, classic movie, never it's equal	Tara's Theme
418	Maria Wiig	Cool	Tara's Theme
419	heartfire451	Nowadays despite all the technology Hollywood can't make a film near as good as this because they only want to do perverse and evil movies now.	Tara's Theme
421	funnyguy52	The greatest of all film themes and scores. This version is not the one heard in the film. Don't know which orchestra or year this one is. It doesn't quite have the energy and warmth of the film version and the finale is a let-down, just doesn't quite work.	Tara's Theme
422	Becca Brayton	Does this remind anyone of the Great Movie Ride???	Tara's Theme
423	priebea	Never forget this movie!	Tara's Theme
424	DCBARNONE89	Hi. I love your video, thanks for sharing! This is a great film and music as well! The score is classic Hollywood mixed with the old south. Good times to thee! EML Arlington, Va.	Tara's Theme
425	Donald Bryan	Order your copy today before the Fascists ban it!!	Tara's Theme
426	Kim Dossett	Frankly, HOLLYWOOD, we don't give a DAMN!!!!!! You've made untold millions upon millions of dollars off of this movie with rereleases, videos and CD's since the original was released in 1939. Gable never got a fricken dime from the role. That's right people, not a dime. Gable was contracted to another studio at the time and they took his pay and royalty rights. Of course they are greedy bums too. Seventy fricken six years should be enough profits. Drop the copy right. Let the world enjoy this classic piece of history. You whiny,greedy bums.	Tara's Theme
427	Kim Dossett	Remember picnics under the tree that Scarlett swore to never go hungry again when I was a small boy. In Georgia. As an adult used to picnic by the water wheel and mill located in little rock arkansas. First movie filmed in color. First cuss word in a movie. A timeless classic.	Tara's Theme
430	T-Bus	The Duprees sent me here	Tara's Theme
435	Ben Harder	Is it fair to say that old movies enlighten feelings of nostalgia within in me even though I did not grow up with them?	Tara's Theme
437	KlausGH	iBooks brought me here, more or less. You can't watch that movie and never read the book! I've seen it, it's nice, but not even a shadow of the novel.	Tara's Theme
440	menukjau	Legends of Hollywood. It's great to have Olivia de Havilland still with us, 98 yrs old.	Tara's Theme
441	HotCuppaCoffee	Citizen Kane. Casablanca. Gone With the Wind. The Wizard of Oz. The Godfather. The Top Five Greatest and Best Loved Movies of all time. You can argue about the order, but you'd be hard-pressed to argue the selection.	Tara's Theme
442	Margaret Kohlwes	great movie beautiful music	Tara's Theme
443	petroski	Dona Florinda e Professor girafales <3	Tara's Theme
444	lake fire	General Sherman was a war criminal he let his men loose to kill, rape, burn and rob all around him	Tara's Theme
445	Ëarendil Styles	to je krásný.. beautiful	Tara's Theme
446	NYYLand HOON	I love to listen to this music... It touches my heart to remember the past ^^	Tara's Theme
447	olivia	it's sad that I only know two people who are my age who can appreciate this movie	Tara's Theme
449	Laura Rahill	love playing this with the cross border orchestra of ireland. beautiful piece. hopefully we will play it in carnegie hall next month when we go to perform!	Tara's Theme
450	Paul Fienga	This is cinéma at its best	Tara's Theme
452	Rodolfo	O Tema da Dona Florinda e Prof. Girafales.	Tara's Theme
453	Vera Miranda	Um belissimo filme	Tara's Theme
454	Vera Miranda	Um belissimo filme	Tara's Theme
455	Katika Tito	Love this film	Tara's Theme
456	WildDance	It´s still my favourite movie <3	Tara's Theme
458	Vicente Ortiz	This reminds me of my first kiss. Best moment to kiss. #firstkissmusic	Tara's Theme
459	Blessings And Peace	beautiful music	Tara's Theme
460	funnyguy52	The greatest movie theme of all time! This version is actually the full opening theme (minus 'Dixie') and the music heard at the end of Act One. Watch the opening of the film to hear the definitive version of this music masterpiece.	Tara's Theme
461	Filipe Mateus Poly	Professor Girafales...	Tara's Theme
462	Madelyn Strickland	My love, you are my own true love.	Tara's Theme
